Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/Entropy,Train/KL,Train/StopIter,Train/PolicyRatio,Train/PolicyRatio/Min,Train/PolicyRatio/Max,Train/PolicyRatio/Std,Train/LR,Train/PolicyStd,TotalEnvSteps,Loss/Loss_pi,Loss/Loss_pi/Delta,Value/Adv,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Value/reward,Loss/Loss_cost_critic,Loss/Loss_cost_critic/Delta,Value/cost,Time/Total,Time/Rollout,Time/Update,Time/Epoch,Time/FPS,Metrics/LagrangeMultiplier,Metrics/LagrangeMultiplier/Min,Metrics/LagrangeMultiplier/Max,Metrics/LagrangeMultiplier/Std
-11056.201171875,833.9557495117188,8759.0,0.0,1.4011207818984985,0.004755174741148949,30.0,0.9991991519927979,0.9991991519927979,0.9991991519927979,0.00813043862581253,0.0002969999914057553,0.9823532104492188,8759.0,-0.015599993988871574,-0.015599993988871574,0.028439635410904884,5.066521167755127,5.066521167755127,-0.05434953048825264,9.785988807678223,9.785988807678223,0.12385647743940353,34.88120651245117,21.72310447692871,13.157864570617676,34.88099670410156,251.11094665527344,0.5350000262260437,0.5350000262260437,0.5350000262260437,0.0
-10905.6064453125,833.9557495117188,8759.0,1.0,1.4006024599075317,0.00680230837315321,30.0,0.9986198544502258,0.9986198544502258,0.9986198544502258,0.009383208118379116,0.00029399999766610563,0.9818322062492371,17518.0,-0.01574440486729145,-0.0001444108784198761,0.2198486179113388,5.265991687774658,0.19947052001953125,0.21002261340618134,2.743103265762329,-7.0428855419158936,0.25750991702079773,67.72344207763672,21.149925231933594,11.680988311767578,32.830936431884766,266.79107666015625,0.5700000524520874,0.5700000524520874,0.5700000524520874,0.0
-10770.8623046875,833.9557495117188,8759.0,2.0,1.3750169277191162,0.007254121359437704,30.0,0.9980058073997498,0.9980058073997498,0.9980058073997498,0.009836729615926743,0.000291000003926456,0.9570543766021729,26277.0,-0.014779835939407349,0.0009645689278841019,0.06903086602687836,5.064704895019531,-0.20128679275512695,0.5885384678840637,1.8377926349639893,-0.9053106307983398,0.19897909462451935,100.16770935058594,20.443702697753906,11.98898983001709,32.432716369628906,270.0668029785156,0.6050000786781311,0.6050000786781311,0.6050000786781311,0.0
-10543.640625,833.9557495117188,8759.0,3.0,1.3272353410720825,0.009655582718551159,30.0,0.999569296836853,0.999569296836853,0.999569296836853,0.010407943278551102,0.0002880000101868063,0.9124290347099304,35036.0,-0.014125547371804714,0.0006542885676026344,-0.021289177238941193,4.889684677124023,-0.1750202178955078,1.0031986236572266,1.5648361444473267,-0.2729564905166626,0.1595170944929123,133.42974853515625,21.053449630737305,12.197017669677734,33.25049591064453,263.4246520996094,0.6400001049041748,0.6400001049041748,0.6400001049041748,0.0
-10306.2734375,833.9557495117188,8759.0,4.0,1.2895982265472412,0.008191770873963833,30.0,0.9992939829826355,0.9992939829826355,0.9992939829826355,0.010208120569586754,0.0002849999873433262,0.8787079453468323,43795.0,-0.01367102563381195,0.0004545217379927635,0.0979868695139885,4.852024078369141,-0.03766059875488281,1.9290096759796143,1.413918375968933,-0.15091776847839355,0.19839411973953247,166.2467498779297,20.687055587768555,12.11906623840332,32.80614471435547,266.99267578125,0.6750001311302185,0.6750001311302185,0.6750001311302185,0.0
-10084.3212890625,833.9557495117188,8759.0,5.0,1.2564951181411743,0.007939762435853481,30.0,0.9998329877853394,0.9998329877853394,0.9998329877853394,0.009928504936397076,0.00028199999360367656,0.850084662437439,52554.0,-0.013637305237352848,3.372039645910263e-05,0.040279537439346313,4.73640775680542,-0.1156163215637207,2.8653616905212402,1.3571367263793945,-0.056781649589538574,0.22357995808124542,200.6375732421875,20.600322723388672,13.779390335083008,34.379737854003906,254.77215576171875,0.7100000977516174,0.7100000977516174,0.7100000977516174,0.0
-9900.9619140625,833.9556884765625,8759.0,6.0,1.2313764095306396,0.00733476597815752,30.0,0.997504711151123,0.997504711151123,0.997504711151123,0.009796475060284138,0.0002789999998640269,0.8289948105812073,61313.0,-0.012931774370372295,0.0007055308669805527,-0.007206940557807684,5.108471870422363,0.37206411361694336,3.944185972213745,1.3130393028259277,-0.0440974235534668,0.1495729684829712,233.13182067871094,20.621536254882812,11.861455917358398,32.48301315307617,269.64862060546875,0.7450000643730164,0.7450000643730164,0.7450000643730164,0.0
-9718.916015625,833.9556884765625,8759.0,7.0,1.1784203052520752,0.009855511598289013,30.0,1.002700924873352,1.002700924873352,1.002700924873352,0.01076601818203926,0.00027600000612437725,0.7862948179244995,70072.0,-0.013601948507130146,-0.0006701741367578506,0.08499022573232651,4.979659557342529,-0.12881231307983398,4.981179714202881,1.3314859867095947,0.018446683883666992,0.13474151492118835,265.5469970703125,20.574384689331055,11.829716682434082,32.40412521362305,270.3050842285156,0.7800000309944153,0.7800000309944153,0.7800000309944153,0.0
-9540.8359375,833.9556884765625,8759.0,8.0,1.138013243675232,0.006992081180214882,30.0,0.9999842047691345,0.9999842047691345,0.9999842047691345,0.010002329014241695,0.0002730000123847276,0.7551161646842957,78831.0,-0.013007093220949173,0.000594855286180973,0.14261755347251892,4.737066745758057,-0.24259281158447266,5.972874164581299,1.2961732149124146,-0.035312771797180176,0.11755085736513138,299.1380920410156,20.648958206176758,12.931134223937988,33.580116271972656,260.8388977050781,0.8149999976158142,0.8149999976158142,0.8149999976158142,0.0
-9389.9990234375,833.9556884765625,8759.0,9.0,1.0927928686141968,0.010598758235573769,30.0,0.9998008012771606,0.9998008012771606,0.9998008012771606,0.010510801337659359,0.0002699999895412475,0.7217367887496948,87590.0,-0.013431366533041,-0.0004242733120918274,-0.0190895888954401,5.115294456481934,0.37822771072387695,6.9384284019470215,1.2990670204162598,0.002893805503845215,0.14711102843284607,331.75811767578125,20.70107078552246,11.904422760009766,32.60551834106445,268.6355285644531,0.8499999642372131,0.8499999642372131,0.8499999642372131,0.0
